"Namespace","ResourceType","Locations","Aliases","ApiVersions"
"Microsoft.NetApp","netAppAccounts/capacityPools/volumes/snapshots","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.NetApp","netAppAccounts/capacityPools/volumes/backups","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.NetApp","netAppAccounts/snapshotPolicies","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","virtualNetworks","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","natGateways","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","publicIPAddresses","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","customIpPrefixes","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","networkInterfaces","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","privateEndpoints","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","loadBalancers","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","networkSecurityGroups","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","applicationSecurityGroups","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","serviceEndpointPolicies","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","routeTables","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","publicIPPrefixes","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","ddosCustomPolicies","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","networkWatchers","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","networkWatchers/connectionMonitors","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","networkWatchers/flowLogs","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","virtualNetworkGateways","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","localNetworkGateways","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","connections","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","applicationGateways","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","applicationGatewayWebApplicationFirewallPolicies","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","dnszones","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","dnszones/A","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","dnszones/AAAA","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","dnszones/CNAME","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","dnszones/PTR","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","dnszones/MX","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","dnszones/TXT","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","dnszones/SRV","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","dnszones/SOA","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","dnszones/NS","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","dnszones/CAA","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","privateDnsZones","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","privateDnsZones/virtualNetworkLinks","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","privateDnsZones/A","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","privateDnsZones/AAAA","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","privateDnsZones/CNAME","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","privateDnsZones/PTR","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","privateDnsZones/MX","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","privateDnsZones/TXT","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","privateDnsZones/SRV","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","privateDnsZones/SOA","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","trafficmanagerprofiles","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","trafficManagerUserMetricsKeys","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","expressRouteCircuits","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","expressRouteCrossConnections","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","routeFilters","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","virtualWans","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","vpnSites","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","vpnServerConfigurations","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","virtualHubs","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","vpnGateways","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","p2sVpnGateways","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","expressRouteGateways","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","expressRoutePorts","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","firewallPolicies","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","ipGroups","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","securityPartnerProviders","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","azureFirewalls","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","virtualNetworkTaps","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","privateLinkServices","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","ddosProtectionPlans","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","networkProfiles","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","frontdoors","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","frontdoorWebApplicationFirewallPolicies","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","networkExperimentProfiles","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","bastionHosts","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","virtualRouters","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","ipAllocations","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","virtualNetworks/subnets","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","virtualNetworks/virtualNetworkPeerings","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","networkSecurityGroups/securityRules","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","expressRouteCircuits/authorizations","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","expressRouteCircuits/peerings","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","expressRouteCircuits/peerings/connections","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","expressRouteCrossConnections/peerings","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","expressRouteGateways/expressRouteConnections","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","frontDoors/backendPools","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","loadBalancers/inboundNatRules","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","networkInterfaces/tapConfigurations","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","networkWatchers/packetCaptures","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","routeFilters/routeFilterRules","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","routeTables/routes","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","serviceEndpointPolicies/serviceEndpointPolicyDefinitions","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","vpnGateways/vpnConnections","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","firewallPolicies/ruleGroups","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","privateLinkServices/privateEndpointConnections","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","virtualHubs/routeTables","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","virtualRouters/peerings","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","networkExperimentProfiles/experiments","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","applicationGateways/privateEndpointConnections","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","frontDoors/rulesEngines","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","loadBalancers/backendAddressPools","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","privateEndpoints/privateDnsZoneGroups","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","virtualHubs/hubRouteTables","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","virtualHubs/hubVirtualNetworkConnections","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","firewallPolicies/ruleCollectionGroups","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","virtualHubs/bgpConnections","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","virtualHubs/ipConfigurations","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Network","vpnGateways/natRules","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.NotificationHubs","namespaces","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.NotificationHubs","namespaces/notificationHubs","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.NotificationHubs","Namespaces/AuthorizationRules","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.NotificationHubs","namespaces/notificationHubs/authorizationRules","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.OperationalInsights","workspaces","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.OperationalInsights","workspaces/dataSources","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.OperationalInsights","workspaces/linkedServices","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.OperationalInsights","clusters","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.OperationalInsights","workspaces/dataExports","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.OperationalInsights","workspaces/savedSearches","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.OperationalInsights","workspaces/storageinsightconfigs","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.OperationsManagement","solutions","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.OperationsManagement","managementconfigurations","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.OperationsManagement","managementassociations","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Portal","dashboards","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Portal","tenantconfigurations","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Portal","consoles","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.Portal","userSettings","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.PowerBI","workspaceCollections","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.RecoveryServices","vaults","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.RecoveryServices","backupProtectedItems","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.RecoveryServices","Vaults/backupFabrics/backupProtectionIntent","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.RecoveryServices","Vaults/backupFabrics/protectionContainers","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.RecoveryServices","Vaults/backupFabrics/protectionContainers/protectedItems","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.RecoveryServices","Vaults/backupPolicies","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.RecoveryServices","Vaults/backupstorageconfig","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.RecoveryServices","Vaults/extendedInformation","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.RecoveryServices","vaults/replicationAlertSettings","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.RecoveryServices","vaults/replicationFabrics","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.RecoveryServices","vaults/replicationFabrics/replicationNetworks/replicationNetworkMappings","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
"Microsoft.RecoveryServices","vaults/replicationFabrics/replicationProtectionContainers/replicationMigrationItems","System.Collections.Generic.List`1[System.String]","System.Collections.Generic.List`1[Microsoft.Azure.Management.ResourceManager.Models.Alias]","System.Collections.Generic.List`1[System.String]"
